实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C4,崩瓷（第16条）,□无 □有,checkbox,t8_r16_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C5,破裂/裂开（第16条）,□无 □有,checkbox,t8_r16_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C6,单样判定（第16条）,□合格 □不合格,checkbox,t8_r16_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R17C7,异常描述/照片编号（第16条）,,text,t8_r16_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C1,样品编号（第17条）,,text,t8_r17_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C2,初始外观（第17条）,□无 □有,checkbox,t8_r17_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C3,裂纹（第17条）,□无 □有,checkbox,t8_r17_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C4,崩瓷（第17条）,□无 □有,checkbox,t8_r17_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C5,破裂/裂开（第17条）,□无 □有,checkbox,t8_r17_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C6,单样判定（第17条）,□合格 □不合格,checkbox,t8_r17_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R18C7,异常描述/照片编号（第17条）,,text,t8_r17_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C1,样品编号（第18条）,,text,t8_r18_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C2,初始外观（第18条）,□无 □有,checkbox,t8_r18_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C3,裂纹（第18条）,□无 □有,checkbox,t8_r18_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C4,崩瓷（第18条）,□无 □有,checkbox,t8_r18_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C5,破裂/裂开（第18条）,□无 □有,checkbox,t8_r18_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C6,单样判定（第18条）,□合格 □不合格,checkbox,t8_r18_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R19C7,异常描述/照片编号（第18条）,,text,t8_r18_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C1,样品编号（第19条）,,text,t8_r19_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C2,初始外观（第19条）,□无 □有,checkbox,t8_r19_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C3,裂纹（第19条）,□无 □有,checkbox,t8_r19_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C4,崩瓷（第19条）,□无 □有,checkbox,t8_r19_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C5,破裂/裂开（第19条）,□无 □有,checkbox,t8_r19_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C6,单样判定（第19条）,□合格 □不合格,checkbox,t8_r19_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R20C7,异常描述/照片编号（第19条）,,text,t8_r19_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C1,样品编号（第20条）,,text,t8_r20_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C2,初始外观（第20条）,□无 □有,checkbox,t8_r20_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C3,裂纹（第20条）,□无 □有,checkbox,t8_r20_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C4,崩瓷（第20条）,□无 □有,checkbox,t8_r20_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C5,破裂/裂开（第20条）,□无 □有,checkbox,t8_r20_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C6,单样判定（第20条）,□合格 □不合格,checkbox,t8_r20_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R21C7,异常描述/照片编号（第20条）,,text,t8_r20_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C1,样品编号（第21条）,,text,t8_r21_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C2,初始外观（第21条）,□无 □有,checkbox,t8_r21_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C3,裂纹（第21条）,□无 □有,checkbox,t8_r21_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C4,崩瓷（第21条）,□无 □有,checkbox,t8_r21_c3
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C5,破裂/裂开（第21条）,□无 □有,checkbox,t8_r21_c4
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C6,单样判定（第21条）,□合格 □不合格,checkbox,t8_r21_c5
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R22C7,异常描述/照片编号（第21条）,,text,t8_r21_c6
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R23C1,样品编号（第22条）,,text,t8_r22_c0
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R23C2,初始外观（第22条）,□无 □有,checkbox,t8_r22_c1
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R23C3,裂纹（第22条）,□无 □有,checkbox,t8_r22_c2
陶瓷牙耐急冷急热试验,YY 0300,RECORD_R009_THERMAL_SHOCK.docx,判定规则：所有样品无裂纹、崩瓷、破裂，判定合格；任一样品出现裂纹、崩瓷、破裂或结构破坏，判定不合格。可在“异常描述”栏记录缺陷位置、数量、长度/面积、照片编号等。,表9-R23C4,崩瓷（第22条）,□无 □有,checkbox,t8_r22_c3
